team_id,year,league_id,sub_league_id,division_id,g,w,l,pos,pct,gb,streak,magic_number
32,1884,150,0,0,112,73,38,2,0.6518,11.0000,0,0
32,1885,150,0,0,112,46,66,5,0.4107,41.0000,0,0
32,1886,150,0,0,140,56,61,5,0.4000,34.0000,0,0
32,1887,150,0,0,140,61,60,5,0.4357,20.0000,0,0
32,1888,150,0,0,140,70,64,4,0.5000,18.0000,0,0
32,1889,150,0,0,140,83,45,2,0.5929,10.0000,0,0
32,1890,150,0,0,140,76,57,5,0.5429,10.0000,0,0
32,1891,150,0,0,140,87,51,1,0.6214,0.0000,0,0
32,1892,150,0,0,140,102,48,1,0.7286,0.0000,0,0
32,1893,150,0,0,140,86,43,1,0.6143,0.0000,0,0
32,1894,150,0,0,140,83,49,3,0.5929,5.0000,0,0
32,1895,150,0,0,140,71,60,6,0.5071,7.0000,0,0
32,1896,150,0,0,140,74,57,4,0.5286,3.0000,0,0
32,1897,150,0,0,140,93,39,1,0.6643,0.0000,0,0
32,1898,150,0,0,140,102,47,1,0.7286,0.0000,0,0
32,1899,150,0,0,140,95,57,2,0.6786,6.0000,0,0
32,1900,150,0,0,140,66,72,4,0.4714,16.0000,0,0
32,1901,150,1,0,140,69,69,5,0.4929,21.0000,0,0
32,1902,150,1,0,142,73,64,3,0.5141,30.0000,0,0
32,1903,150,1,0,140,58,80,6,0.4143,32.5000,0,0
32,1904,150,1,0,155,55,98,7,0.3548,49.5000,0,0
32,1905,150,1,0,156,51,103,7,0.3269,54.5000,0,0
32,1906,150,1,0,152,49,102,8,0.3224,65.5000,0,0
32,1907,150,1,0,152,58,90,7,0.3816,47.5000,0,0
32,1908,150,1,0,156,63,91,6,0.4038,35.0000,0,0
32,1909,150,1,0,155,45,108,8,0.2903,65.5000,0,0
32,1910,150,1,0,157,53,100,8,0.3376,52.5000,0,0
32,1911,150,1,0,156,44,107,8,0.2821,56.0000,0,0
32,1912,150,1,0,155,52,101,8,0.3355,51.5000,0,0
32,1913,150,1,0,154,69,82,5,0.4481,31.0000,0,0
32,1914,150,1,0,158,94,59,1,0.5949,0.0000,0,0
32,1915,150,1,0,157,83,69,2,0.5287,9.0000,0,0
32,1916,150,1,0,158,89,63,3,0.5633,6.0000,0,0
32,1917,150,1,0,157,72,81,6,0.4586,25.5000,0,0
32,1918,150,1,0,124,53,71,7,0.4274,27.5000,0,0
32,1919,150,1,0,140,57,82,6,0.4071,39.0000,0,0
32,1920,150,1,0,153,62,90,7,0.4052,30.0000,0,0
32,1921,150,1,0,153,79,74,4,0.5163,15.0000,0,0
32,1922,150,1,0,154,53,100,8,0.3442,39.0000,0,0
32,1923,150,1,0,155,54,100,7,0.3484,42.0000,0,0
32,1924,150,1,0,154,53,100,8,0.3442,40.0000,0,0
32,1925,150,1,0,153,70,83,5,0.4575,25.0000,0,0
32,1926,150,1,0,153,66,86,7,0.4314,21.5000,0,0
32,1927,150,1,0,155,60,94,7,0.3871,33.5000,0,0
32,1928,150,1,0,153,50,103,7,0.3268,44.5000,0,0
32,1929,150,1,0,154,56,98,8,0.3636,41.0000,0,0
32,1930,150,1,0,154,70,84,6,0.4545,22.0000,0,0
32,1931,150,1,0,156,64,90,7,0.4103,38.0000,0,0
32,1932,150,1,0,155,77,77,5,0.4968,13.5000,0,0
32,1933,150,1,0,156,83,71,4,0.5321,8.0000,0,0
32,1934,150,1,0,152,78,73,4,0.5132,16.0000,0,0
32,1935,150,1,0,153,38,115,8,0.2484,61.5000,0,0
32,1936,150,1,0,157,71,83,6,0.4522,22.5000,0,0
32,1937,150,1,0,152,79,73,5,0.5197,16.0000,0,0
32,1938,150,1,0,153,77,75,5,0.5033,11.5000,0,0
32,1939,150,1,0,152,63,88,7,0.4145,32.0000,0,0
32,1940,150,1,0,152,65,87,7,0.4276,33.5000,0,0
32,1941,150,1,0,156,62,92,7,0.3974,37.5000,0,0
32,1942,150,1,0,150,59,89,7,0.3933,44.0000,0,0
32,1943,150,1,0,153,68,85,6,0.4444,35.0000,0,0
32,1944,150,1,0,155,65,89,6,0.4194,39.0000,0,0
32,1945,150,1,0,154,67,85,6,0.4351,30.5000,0,0
32,1946,150,1,0,154,81,72,4,0.5260,16.0000,0,0
32,1947,150,1,0,154,86,68,3,0.5584,7.5000,0,0
32,1948,150,1,0,154,91,62,1,0.5909,0.0000,0,0
32,1949,150,1,0,157,75,79,4,0.4777,22.5000,0,0
32,1950,150,1,0,156,83,71,4,0.5321,7.5000,0,0
32,1951,150,1,0,155,76,78,4,0.4903,21.0000,0,0
32,1952,150,1,0,155,64,89,7,0.4129,32.0000,0,0
32,1953,150,1,0,157,92,62,2,0.5860,14.0000,0,0
32,1954,150,1,0,154,89,65,3,0.5779,8.0000,0,0
32,1955,150,1,0,154,85,69,2,0.5519,13.0000,0,0
32,1956,150,1,0,155,92,62,2,0.5935,1.5000,0,0
32,1957,150,1,0,155,95,59,1,0.6129,0.0000,0,0
32,1958,150,1,0,154,92,62,1,0.5974,0.0000,0,0
32,1959,150,1,0,157,86,70,2,0.5478,2.5000,0,0
32,1960,150,1,0,154,88,66,2,0.5714,6.5000,0,0
32,1961,150,1,0,155,83,71,4,0.5355,10.5000,0,0
32,1962,150,1,0,162,86,76,5,0.5309,15.5000,0,0
32,1963,150,1,0,163,84,78,6,0.5153,15.0000,0,0
32,1964,150,1,0,162,88,74,5,0.5432,5.0000,0,0
32,1965,150,1,0,162,86,76,5,0.5309,11.0000,0,0
32,1966,150,1,0,163,85,77,5,0.5215,10.5000,0,0
32,1967,150,1,0,162,77,85,7,0.4753,24.5000,0,0
32,1968,150,1,0,163,81,81,5,0.4969,16.5000,0,0
32,1969,150,1,1,162,93,69,1,0.5741,0.0000,0,0
32,1970,150,1,1,162,76,86,5,0.4691,26.0000,0,0
32,1971,150,1,1,162,82,80,3,0.5062,8.0000,0,0
32,1972,150,1,1,155,70,84,4,0.4516,25.5000,0,0
32,1973,150,1,1,162,76,85,5,0.4691,23.0000,0,0
32,1974,150,1,1,163,88,74,3,0.5399,14.5000,0,0
32,1975,150,1,1,161,67,94,5,0.4161,40.5000,0,0
32,1976,150,1,1,162,70,92,6,0.4321,32.0000,0,0
32,1977,150,1,1,162,61,101,6,0.3765,37.0000,0,0
32,1978,150,1,1,162,69,93,6,0.4259,26.0000,0,0
32,1979,150,1,1,160,66,94,6,0.4125,23.5000,0,0
32,1980,150,1,1,161,81,80,4,0.5031,11.0000,0,0
32,1981,150,1,1,107,50,56,5,0.4673,15.5000,0,0
32,1982,150,1,1,162,89,73,1,0.5494,0.0000,0,0
32,1983,150,1,1,162,88,74,2,0.5432,2.5000,0,0
32,1984,150,1,1,162,80,82,2,0.4938,12.0000,0,0
32,1985,150,1,1,162,66,96,5,0.4074,29.0000,0,0
32,1986,150,1,1,161,72,89,6,0.4472,23.5000,0,0
32,1987,150,1,1,161,69,92,5,0.4286,20.5000,0,0
32,1988,150,1,1,160,54,106,6,0.3375,39.0000,0,0
32,1989,150,1,1,161,63,97,6,0.3913,28.5000,0,0
32,1990,150,1,1,162,65,97,6,0.4012,26.0000,0,0
32,1991,150,1,1,162,94,68,1,0.5802,0.0000,0,0
32,1992,150,1,1,162,98,64,1,0.6049,0.0000,0,0
32,1993,150,1,1,162,104,58,1,0.6420,0.0000,0,0
32,1994,150,1,0,114,68,46,2,0.5965,6.0000,0,0
32,1995,150,1,0,144,90,54,1,0.6250,0.0000,0,0
32,1996,150,1,0,162,96,66,1,0.5926,0.0000,0,0
32,1997,150,1,0,162,101,61,1,0.6235,0.0000,0,0
32,1998,150,1,0,162,106,56,1,0.6543,0.0000,0,0
32,1999,150,1,0,162,103,59,1,0.6358,0.0000,0,0
32,2000,150,1,0,162,95,67,1,0.5864,0.0000,0,0
32,2001,150,1,0,162,88,74,1,0.5432,0.0000,0,0
32,2002,150,1,0,161,101,59,1,0.6273,0.0000,0,0
32,2003,150,1,0,162,101,61,1,0.6235,0.0000,0,0
32,2004,150,1,0,162,96,66,1,0.5926,0.0000,0,0
32,2005,150,1,0,162,90,72,1,0.5556,0.0000,0,0
32,2006,150,1,0,162,79,83,3,0.4877,18.0000,0,0
32,2007,150,1,0,162,84,78,3,0.5185,5.0000,0,0
32,2008,150,1,0,162,72,90,4,0.4444,20.0000,0,0
32,2009,150,1,0,162,86,76,3,0.5309,7.0000,0,0
32,2010,150,1,0,162,91,71,2,0.5617,6.0000,0,0
32,2011,150,1,0,162,89,73,2,0.5494,13.0000,0,0
32,2012,150,1,0,162,94,68,2,0.5802,4.0000,0,0
32,2013,150,1,0,162,96,66,1,0.5926,0.0000,0,0
32,2014,150,1,0,162,79,83,2,0.4877,17.0000,0,0
32,2015,150,1,0,162,67,95,4,0.4136,23.0000,0,0
32,2016,150,1,0,161,68,93,5,0.4224,26.5000,0,0
32,2017,150,1,0,162,72,90,3,0.4444,25.0000,0,0
32,2018,150,1,0,162,90,72,1,0.5556,0.0000,0,0
33,1875,150,0,0,96,39,29,4,0.4063,32.0000,0,0
33,1876,150,0,0,96,45,19,3,0.4688,2.0000,0,0
33,1877,150,0,0,96,28,32,4,0.2917,14.0000,0,0
33,1878,150,0,0,96,28,32,4,0.2917,13.0000,0,0
33,1879,150,0,0,96,28,32,4,0.2917,26.0000,0,0
33,1880,150,0,0,96,28,32,4,0.2917,19.0000,0,0
33,1881,150,0,0,96,28,32,4,0.2917,13.0000,0,0
33,1882,150,0,0,112,37,43,5,0.3304,5.0000,0,0
33,1883,150,0,0,112,65,33,2,0.5804,1.0000,0,0
33,1884,150,0,0,112,67,40,4,0.5982,8.0000,0,0
33,1885,150,0,0,112,79,33,1,0.7054,0.0000,0,0
33,1886,150,0,0,140,93,46,1,0.6643,0.0000,0,0
33,1887,150,0,0,140,95,40,1,0.6786,0.0000,0,0
33,1888,150,0,0,140,92,43,1,0.6571,0.0000,0,0
33,1889,150,0,0,140,90,45,2,0.6429,0.0000,0,0
33,1890,150,0,0,140,78,58,3,0.5571,10.0000,0,0
33,1891,150,0,0,140,85,51,2,0.6071,8.0000,0,0
33,1892,150,0,0,140,85,51,2,0.6071,8.0000,0,0
33,1893,150,0,0,140,85,51,2,0.6071,8.0000,0,0
33,1894,150,0,0,140,85,51,2,0.6071,8.0000,0,0
33,1895,150,0,0,140,85,51,2,0.6071,8.0000,0,0
33,1896,150,0,0,140,85,51,2,0.6071,8.0000,0,0
33,1897,150,0,0,140,85,51,2,0.6071,8.0000,0,0
33,1898,150,0,0,140,85,51,2,0.6071,11.0000,0,0
33,1899,150,0,0,140,85,51,2,0.6071,8.0000,0,0
33,1900,150,0,0,140,85,51,2,0.6071,8.0000,0,0
33,1901,150,0,0,139,48,89,8,0.3453,36.0000,0,0
33,1902,150,0,0,140,78,58,2,0.5571,6.5000,0,0
33,1903,150,0,0,139,65,74,6,0.4676,25.0000,0,0
33,1904,150,0,0,156,65,87,6,0.4167,29.5000,0,0
33,1905,150,0,0,156,54,99,8,0.3462,37.0000,0,0
33,1906,150,0,0,154,76,73,5,0.4935,17.0000,0,0
33,1907,150,0,0,155,69,83,6,0.4452,24.0000,0,0
33,1908,150,0,0,155,83,69,4,0.5355,6.0000,0,0
33,1909,150,0,0,154,61,89,7,0.3961,35.0000,0,0
33,1910,150,0,0,158,47,107,8,0.2975,56.5000,0,0
33,1911,150,0,0,152,45,107,8,0.2961,56.0000,0,0
33,1912,150,0,0,157,53,101,7,0.3376,53.5000,0,0
33,1913,150,0,0,155,57,96,8,0.3677,40.0000,0,0
33,1914,150,0,0,159,71,82,5,0.4465,28.5000,0,0
33,1915,150,0,0,159,63,91,6,0.3962,40.0000,0,0
33,1916,150,0,0,158,79,75,5,0.5000,13.0000,0,0
33,1917,150,0,0,155,57,97,7,0.3677,42.5000,0,0
33,1918,150,0,0,123,58,64,5,0.4715,15.5000,0,0
33,1919,150,0,0,140,67,72,5,0.4786,21.0000,0,0
33,1920,150,0,0,154,76,77,4,0.4935,22.0000,0,0
33,1921,150,0,0,154,81,73,3,0.5260,17.5000,0,0
33,1922,150,0,0,154,93,61,2,0.6039,1.0000,0,0
33,1923,150,0,0,154,74,78,5,0.4805,25.0000,0,0
33,1924,150,0,0,153,74,78,4,0.4837,16.5000,0,0
33,1925,150,0,0,154,82,71,3,0.5325,15.0000,0,0
33,1926,150,0,0,155,62,92,7,0.4000,29.0000,0,0
33,1927,150,0,0,155,59,94,7,0.3806,51.0000,0,0
33,1928,150,0,0,154,82,72,3,0.5325,19.0000,0,0
33,1929,150,0,0,154,79,73,4,0.5130,26.5000,0,0
33,1930,150,0,0,154,64,90,6,0.4156,38.0000,0,0
33,1931,150,0,0,154,63,91,5,0.4091,44.5000,0,0
33,1932,150,0,0,154,63,91,6,0.4091,43.0000,0,0
33,1933,150,0,0,153,55,96,8,0.3595,44.0000,0,0
33,1934,150,0,0,154,67,85,6,0.4351,34.0000,0,0
33,1935,150,0,0,155,65,87,7,0.4194,29.5000,0,0
33,1936,150,0,0,155,57,95,7,0.3677,45.0000,0,0
33,1937,150,0,0,156,46,108,8,0.2949,55.5000,0,0
33,1938,150,0,0,156,55,97,7,0.3526,43.5000,0,0
33,1939,150,0,0,156,43,111,8,0.2756,65.0000,0,0
33,1940,150,0,0,156,67,87,6,0.4295,23.5000,0,0
33,1941,150,0,0,157,70,84,6,0.4459,31.5000,0,0
33,1942,150,0,0,151,82,69,3,0.5430,19.5000,0,0
33,1943,150,0,0,153,72,80,6,0.4706,25.0000,0,0
33,1944,150,0,0,154,89,65,1,0.5779,0.0000,0,0
33,1945,150,0,0,154,81,70,3,0.5260,6.5000,0,0
33,1946,150,0,0,156,66,88,7,0.4231,38.0000,0,0
33,1947,150,0,0,154,59,95,8,0.3831,37.5000,0,0
33,1948,150,0,0,155,59,94,6,0.3806,37.5000,0,0
33,1949,150,0,0,155,53,101,7,0.3419,44.0000,0,0
33,1950,150,0,0,154,58,96,7,0.3766,39.5000,0,0
33,1951,150,0,0,154,52,102,8,0.3377,46.0000,0,0
33,1952,150,0,0,155,64,90,7,0.4129,31.5000,0,0
33,1953,150,0,0,154,54,100,8,0.3506,46.5000,0,0
33,1954,150,0,0,154,54,100,7,0.3506,56.0000,0,0
33,1955,150,0,0,156,57,97,7,0.3654,40.0000,0,0
33,1956,150,0,0,154,69,85,6,0.4481,28.0000,0,0
33,1957,150,0,0,154,76,76,5,0.4935,22.0000,0,0
33,1958,150,0,0,154,74,79,6,0.4805,17.5000,0,0
33,1959,150,0,0,155,74,80,6,0.4774,19.5000,0,0
33,1960,150,0,0,154,89,65,2,0.5779,7.5000,0,0
33,1961,150,0,0,163,95,67,3,0.5828,14.0000,0,0
33,1962,150,0,0,162,77,85,7,0.4753,19.0000,0,0
33,1963,150,0,0,162,86,76,4,0.5309,18.5000,0,0
33,1964,150,0,0,163,97,65,3,0.5951,1.5000,0,0
33,1965,150,0,0,162,94,68,3,0.5802,8.0000,0,0
33,1966,150,0,0,160,97,63,1,0.6062,0.0000,0,0
33,1967,150,0,0,161,76,85,6,0.4720,15.5000,0,0
33,1968,150,0,0,162,91,71,2,0.5617,11.0000,0,0
33,1969,150,0,0,162,109,53,1,0.6728,0.0000,0,0
33,1970,150,0,0,162,108,54,1,0.6667,0.0000,0,0
33,1971,150,0,0,158,101,57,1,0.6392,0.0000,0,0
33,1972,150,0,0,154,80,74,3,0.5195,5.0000,0,0
33,1973,150,0,0,162,97,65,1,0.5988,0.0000,0,0
33,1974,150,0,0,162,91,71,1,0.5617,0.0000,0,0
33,1975,150,0,0,159,90,69,2,0.5660,4.5000,0,0
33,1976,150,0,0,162,88,74,2,0.5432,10.5000,0,0
33,1977,150,0,0,161,97,64,2,0.6025,2.5000,0,0
33,1978,150,0,0,161,90,71,4,0.5590,9.0000,0,0
33,1979,150,0,0,159,102,57,1,0.6415,0.0000,0,0
33,1980,150,0,0,162,100,62,2,0.6173,3.0000,0,0
33,1981,150,0,0,105,59,46,2,0.5619,1.0000,0,0
33,1982,150,0,0,163,94,68,2,0.5767,1.0000,0,0
33,1983,150,0,0,162,98,64,1,0.6049,0.0000,0,0
33,1984,150,0,0,162,85,77,5,0.5247,19.0000,0,0
33,1985,150,0,0,161,83,78,4,0.5155,16.0000,0,0
33,1986,150,0,0,162,73,89,7,0.4506,22.5000,0,0
33,1987,150,0,0,162,67,95,6,0.4136,31.0000,0,0
33,1988,150,0,0,161,54,107,7,0.3354,34.5000,0,0
33,1989,150,0,0,162,87,75,2,0.5370,2.0000,0,0
33,1990,150,0,0,161,76,85,5,0.4720,11.5000,0,0
33,1991,150,0,0,162,67,95,6,0.4136,24.0000,0,0
33,1992,150,0,0,162,89,73,3,0.5494,7.0000,0,0
33,1993,150,0,0,162,85,77,3,0.5247,10.0000,0,0
33,1994,150,0,0,112,63,49,2,0.5625,6.5000,0,0
33,1995,150,0,0,144,71,73,3,0.4931,15.0000,0,0
33,1996,150,0,0,163,88,74,2,0.5399,4.5000,0,0
33,1997,150,0,0,162,98,64,1,0.6049,0.0000,0,0
33,1998,150,0,0,162,79,83,4,0.4877,35.0000,0,0
33,1999,150,0,0,162,78,84,4,0.4815,20.0000,0,0
33,2000,150,0,0,162,74,88,4,0.4568,13.5000,0,0
33,2001,150,0,0,162,63,98,4,0.3889,32.5000,0,0
33,2002,150,0,0,162,67,95,4,0.4136,36.5000,0,0
33,2003,150,0,0,163,71,91,4,0.4356,30.0000,0,0
33,2004,150,0,0,162,78,84,3,0.4815,23.0000,0,0
33,2005,150,0,0,162,74,88,4,0.4568,21.0000,0,0
33,2006,150,0,0,162,70,92,4,0.4321,27.0000,0,0
33,2007,150,0,0,162,69,93,4,0.4259,27.0000,0,0
33,2008,150,0,0,161,68,93,5,0.4224,28.5000,0,0
33,2009,150,0,0,162,64,98,5,0.3951,39.0000,0,0
33,2010,150,0,0,162,66,96,5,0.4074,30.0000,0,0
33,2011,150,0,0,162,69,93,5,0.4259,28.0000,0,0
33,2012,150,0,0,162,93,69,2,0.5741,2.0000,0,0
33,2013,150,0,0,162,85,77,3,0.5247,12.0000,0,0
33,2014,150,0,0,162,96,66,1,0.5926,0.0000,0,0
33,2015,150,0,0,162,81,81,3,0.5000,12.0000,0,0
33,2016,150,0,0,162,89,73,2,0.5494,4.0000,0,0
33,2017,150,0,0,162,75,87,5,0.4630,18.0000,0,0
33,2018,150,0,0,162,47,115,5,0.2901,61.0000,0,0
34,1882,150,0,0,112,42,38,2,0.3750,0.0000,0,0
34,1883,150,0,0,112,52,45,5,0.4643,14.0000,0,0
34,1884,150,0,0,112,68,40,3,0.6071,7.0000,0,0
34,1885,150,0,0,112,53,59,6,0.4732,26.0000,0,0
34,1886,150,0,0,140,66,70,4,0.4714,27.0000,0,0
34,1887,150,0,0,140,76,60,4,0.5429,19.0000,0,0
34,1888,150,0,0,140,48,87,7,0.3429,44.0000,0,0
34,1889,150,0,0,140,27,111,8,0.1929,63.0000,0,0
34,1890,150,0,0,140,88,44,1,0.6286,0.0000,0,0
34,1891,150,0,0,140,93,42,1,0.6643,0.0000,0,0
34,1892,150,0,0,140,93,42,1,0.6643,0.0000,0,0
34,1893,150,0,0,140,93,42,1,0.6643,0.0000,0,0
34,1894,150,0,0,140,93,42,1,0.6643,0.0000,0,0
34,1895,150,0,0,140,93,42,1,0.6643,0.0000,0,0
34,1896,150,0,0,140,93,42,1,0.6643,0.0000,0,0
34,1897,150,0,0,140,93,42,1,0.6643,0.0000,0,0
34,1898,150,0,0,140,93,42,1,0.6643,3.0000,0,0
34,1899,150,0,0,140,93,42,1,0.6643,0.0000,0,0
34,1900,150,0,0,140,93,42,1,0.6643,0.0000,0,0
34,1901,150,0,0,138,79,57,2,0.5725,4.5000,0,0
34,1902,150,0,0,138,77,60,3,0.5580,6.5000,0,0
34,1903,150,0,0,141,91,47,1,0.6454,0.0000,0,0
34,1904,150,0,0,157,95,59,1,0.6051,0.0000,0,0
34,1905,150,0,0,153,78,74,4,0.5098,11.5000,0,0
34,1906,150,0,0,155,49,105,8,0.3161,44.5000,0,0
34,1907,150,0,0,155,59,90,7,0.3806,34.0000,0,0
34,1908,150,0,0,155,75,79,5,0.4839,14.0000,0,0
34,1909,150,0,0,152,88,63,3,0.5789,7.0000,0,0
34,1910,150,0,0,158,81,72,4,0.5127,22.5000,0,0
34,1911,150,0,0,153,78,75,4,0.5098,23.5000,0,0
34,1912,150,0,0,154,105,47,1,0.6818,0.0000,0,0
34,1913,150,0,0,151,79,71,4,0.5232,16.0000,0,0
34,1914,150,0,0,159,91,62,2,0.5723,8.5000,0,0
34,1915,150,0,0,155,101,50,1,0.6516,0.0000,0,0
34,1916,150,0,0,156,91,63,1,0.5833,0.0000,0,0
34,1917,150,0,0,157,90,62,2,0.5732,10.5000,0,0
34,1918,150,0,0,126,75,51,1,0.5952,0.0000,0,0
34,1919,150,0,0,138,66,71,6,0.4783,21.0000,0,0
34,1920,150,0,0,154,72,81,5,0.4675,26.0000,0,0
34,1921,150,0,0,154,75,79,5,0.4870,23.5000,0,0
34,1922,150,0,0,154,61,93,8,0.3961,33.0000,0,0
34,1923,150,0,0,154,61,91,8,0.3961,38.0000,0,0
34,1924,150,0,0,157,67,87,7,0.4268,25.5000,0,0
34,1925,150,0,0,152,47,105,8,0.3092,49.0000,0,0
34,1926,150,0,0,154,46,107,8,0.2987,44.5000,0,0
34,1927,150,0,0,154,51,103,8,0.3312,58.5000,0,0
34,1928,150,0,0,154,57,96,8,0.3701,44.0000,0,0
34,1929,150,0,0,155,58,96,8,0.3742,48.0000,0,0
34,1930,150,0,0,154,52,102,8,0.3377,50.0000,0,0
34,1931,150,0,0,153,62,90,6,0.4052,45.0000,0,0
34,1932,150,0,0,154,43,111,8,0.2792,63.0000,0,0
34,1933,150,0,0,149,63,86,7,0.4228,34.0000,0,0
34,1934,150,0,0,153,76,76,4,0.4967,24.5000,0,0
34,1935,150,0,0,154,78,75,4,0.5065,16.0000,0,0
34,1936,150,0,0,155,74,80,6,0.4774,28.0000,0,0
34,1937,150,0,0,154,80,72,5,0.5195,20.5000,0,0
34,1938,150,0,0,150,88,61,2,0.5867,7.5000,0,0
34,1939,150,0,0,152,89,62,2,0.5855,17.0000,0,0
34,1940,150,0,0,154,82,72,4,0.5325,7.5000,0,0
34,1941,150,0,0,155,84,70,2,0.5419,16.5000,0,0
34,1942,150,0,0,152,93,59,2,0.6118,9.0000,0,0
34,1943,150,0,0,155,68,84,7,0.4387,30.0000,0,0
34,1944,150,0,0,156,77,77,4,0.4936,13.0000,0,0
34,1945,150,0,0,157,71,83,7,0.4522,18.0000,0,0
34,1946,150,0,0,156,104,50,1,0.6667,0.0000,0,0
34,1947,150,0,0,157,83,71,3,0.5287,15.0000,0,0
34,1948,150,0,0,155,96,59,2,0.6194,0.5000,0,0
34,1949,150,0,0,155,96,58,2,0.6194,1.0000,0,0
34,1950,150,0,0,154,94,60,3,0.6104,3.5000,0,0
34,1951,150,0,0,154,87,67,3,0.5649,11.0000,0,0
34,1952,150,0,0,154,76,78,6,0.4935,19.0000,0,0
34,1953,150,0,0,153,84,69,4,0.5490,16.0000,0,0
34,1954,150,0,0,156,69,85,4,0.4423,42.0000,0,0
34,1955,150,0,0,154,84,70,4,0.5455,12.0000,0,0
34,1956,150,0,0,155,84,70,4,0.5419,13.5000,0,0
34,1957,150,0,0,154,82,72,3,0.5325,16.0000,0,0
34,1958,150,0,0,155,79,75,3,0.5097,13.0000,0,0
34,1959,150,0,0,154,75,79,5,0.4870,18.0000,0,0
34,1960,150,0,0,154,65,89,7,0.4221,31.5000,0,0
34,1961,150,0,0,163,76,86,6,0.4663,33.0000,0,0
34,1962,150,0,0,160,76,84,8,0.4750,19.0000,0,0
34,1963,150,0,0,161,76,85,7,0.4720,28.0000,0,0
34,1964,150,0,0,162,72,90,8,0.4444,26.0000,0,0
34,1965,150,0,0,162,62,100,9,0.3827,40.0000,0,0
34,1966,150,0,0,162,72,90,9,0.4444,26.0000,0,0
34,1967,150,0,0,162,92,70,1,0.5679,0.0000,0,0
34,1968,150,0,0,162,86,76,4,0.5309,16.0000,0,0
34,1969,150,0,0,162,87,75,3,0.5370,22.0000,0,0
34,1970,150,0,0,162,87,75,3,0.5370,21.0000,0,0
34,1971,150,0,0,162,85,77,3,0.5247,18.0000,0,0
34,1972,150,0,0,155,85,70,2,0.5484,0.5000,0,0
34,1973,150,0,0,162,89,73,2,0.5494,8.0000,0,0
34,1974,150,0,0,162,84,78,3,0.5185,7.0000,0,0
34,1975,150,0,0,160,95,65,1,0.5938,0.0000,0,0
34,1976,150,0,0,162,83,79,3,0.5123,15.5000,0,0
34,1977,150,0,0,161,97,64,2,0.6025,2.5000,0,0
34,1978,150,0,0,163,99,64,2,0.6074,1.0000,0,0
34,1979,150,0,0,160,91,69,3,0.5687,11.5000,0,0
34,1980,150,0,0,160,83,77,5,0.5188,19.0000,0,0
34,1981,150,0,0,108,59,49,5,0.5463,2.5000,0,0
34,1982,150,0,0,162,89,73,3,0.5494,5.5000,0,0
34,1983,150,0,0,162,78,84,6,0.4815,20.0000,0,0
34,1984,150,0,0,162,86,76,4,0.5309,18.0000,0,0
34,1985,150,0,0,163,81,81,5,0.4969,19.0000,0,0
34,1986,150,0,0,161,95,66,1,0.5901,0.0000,0,0
34,1987,150,0,0,162,78,84,5,0.4815,20.0000,0,0
34,1988,150,0,0,162,89,73,1,0.5494,0.0000,0,0
34,1989,150,0,0,162,83,79,3,0.5123,6.0000,0,0
