league_id,sub_league_id,year,all_star_pos,all_star
150,0,1939,15,7101
150,0,1939,16,7345
150,0,1939,17,7645
150,0,1939,18,8105
150,0,1939,19,8209
150,0,1939,20,8467
150,0,1939,21,9070
150,0,1939,22,10634
150,0,1939,23,11482
150,0,1939,24,12224
150,0,1939,25,12420
150,1,1939,0,5632
150,1,1939,1,10447
150,1,1939,2,11200
150,1,1939,3,6833
150,1,1939,4,7736
150,1,1939,5,16562
150,1,1939,6,11519
150,1,1939,7,12811
150,1,1939,8,7391
150,1,1939,9,2516
150,1,1939,10,4170
150,1,1939,11,5369
150,1,1939,12,5439
150,1,1939,13,6486
150,1,1939,14,8279
150,1,1939,15,9305
150,1,1939,16,10084
150,1,1939,17,10148
150,1,1939,18,11843
150,1,1939,19,11967
150,1,1939,20,13224
150,1,1939,21,16546
150,1,1939,22,16798
150,1,1939,23,16845
150,1,1939,24,17573
150,0,1940,0,14344
150,0,1940,1,5688
150,0,1940,2,6769
150,0,1940,3,7407
150,0,1940,4,16333
150,0,1940,5,2475
150,0,1940,6,17266
150,0,1940,7,5726
150,0,1940,8,9432
150,0,1940,9,3505
150,0,1940,10,3699
150,0,1940,11,5099
150,0,1940,12,6442
150,0,1940,13,6535
150,0,1940,14,7539
150,0,1940,15,8105
150,0,1940,16,8209
150,0,1940,17,9070
150,0,1940,18,9480
150,0,1940,19,10242
150,0,1940,20,10670
150,0,1940,21,11482
150,0,1940,22,11788
150,0,1940,23,12420
150,0,1940,24,13043
150,0,1940,25,14199
150,1,1940,0,5632
150,1,1940,1,10447
150,1,1940,2,11843
150,1,1940,3,8279
150,1,1940,4,10084
150,1,1940,5,16562
150,1,1940,6,11519
150,1,1940,7,11967
150,1,1940,8,17031
150,1,1940,9,5017
150,1,1940,10,5369
150,1,1940,11,6029
150,1,1940,12,6828
150,1,1940,13,8379
150,1,1940,14,8736
150,1,1940,15,9305
150,1,1940,16,10195
150,1,1940,17,11081
150,1,1940,18,11200
150,1,1940,19,11713
150,1,1940,20,11955
150,1,1940,21,12140
150,1,1940,22,12440
150,1,1940,23,12811
150,1,1940,24,13224
150,1,1940,25,16798
150,1,1940,26,17573
150,0,1941,0,6442
150,0,1941,1,5688
150,0,1941,2,17623
150,0,1941,3,5771
150,0,1941,4,16333
150,0,1941,5,5172
150,0,1941,6,17266
150,0,1941,7,5726
150,0,1941,8,8139
150,0,1941,9,2475
150,0,1941,10,3097
150,0,1941,11,3505
150,0,1941,12,5246
150,0,1941,13,5725
150,0,1941,14,6769
150,0,1941,15,7407
150,0,1941,16,8105
150,0,1941,17,8755
150,0,1941,18,9432
150,0,1941,19,9480
150,0,1941,20,10170
150,0,1941,21,14344
150,0,1941,22,14374
150,0,1941,23,15231
150,0,1941,24,16046
150,1,1941,0,17573
150,1,1941,1,12830
150,1,1941,2,11843
150,1,1941,3,6833
150,1,1941,4,7736
150,1,1941,5,16562
150,1,1941,6,11967
150,1,1941,7,13815
150,1,1941,8,12440
150,1,1941,9,3313
150,1,1941,10,4170
150,1,1941,11,5369
150,1,1941,12,5632
150,1,1941,13,6177
150,1,1941,14,8279
150,1,1941,15,8736
150,1,1941,16,10084
150,1,1941,17,10195
150,1,1941,18,10481
150,1,1941,19,11200
150,1,1941,20,11519
150,1,1941,21,11713
150,1,1941,22,12811
150,1,1941,23,12972
150,1,1941,24,15156
150,1,1941,25,16798
150,1,1941,26,16845
150,0,1942,0,4462
150,0,1942,1,16046
150,0,1942,2,17623
150,0,1942,3,7407
150,0,1942,4,9480
150,0,1942,5,3505
150,0,1942,6,17266
150,0,1942,7,5726
150,0,1942,8,8247
150,0,1942,9,2619
150,0,1942,10,3097
150,0,1942,11,3428
150,0,1942,12,5688
150,0,1942,13,5725
150,0,1942,14,5771
150,0,1942,15,8755
150,0,1942,16,8785
150,0,1942,17,9070
150,0,1942,18,11482
150,0,1942,19,12409
150,0,1942,20,14037
150,0,1942,21,14240
150,0,1942,22,14344
150,0,1942,23,15231
150,0,1942,24,15429
150,0,1942,25,16688
150,1,1942,0,4957
150,1,1942,1,4960
150,1,1942,2,11843
150,1,1942,3,3808
150,1,1942,4,16562
150,1,1942,5,11713
150,1,1942,6,11519
150,1,1942,7,13815
150,1,1942,8,12811
150,1,1942,9,5632
150,1,1942,10,6177
150,1,1942,11,8279
150,1,1942,12,8736
150,1,1942,13,10391
150,1,1942,14,10447
150,1,1942,15,10915
150,1,1942,16,11200
150,1,1942,17,11556
150,1,1942,18,11967
150,1,1942,19,12830
150,1,1942,20,12972
150,1,1942,21,13774
150,1,1942,22,15156
150,1,1942,23,15558
150,1,1942,24,16546
150,1,1942,25,16798
150,1,1942,26,17573
150,0,1943,0,10242
150,0,1943,1,6067
150,0,1943,2,15041
150,0,1943,3,5771
150,0,1943,4,9480
150,0,1943,5,15617
150,0,1943,6,16704
150,0,1943,7,9917
150,0,1943,8,4352
150,0,1943,9,2475
150,0,1943,10,2619
150,0,1943,11,3428
150,0,1943,12,3505
150,0,1943,13,4462
150,0,1943,14,5688
150,0,1943,15,7407
150,0,1943,16,8139
150,0,1943,17,8785
150,0,1943,18,9070
150,0,1943,19,9291
150,0,1943,20,9432
150,0,1943,21,10337
150,0,1943,22,12409
150,0,1943,23,14240
150,0,1943,24,15185
150,0,1943,25,17623
150,1,1943,0,4957
150,1,1943,1,4960
150,1,1943,2,6628
150,1,1943,3,8279
150,1,1943,4,7736
150,1,1943,5,10873
150,1,1943,6,12263
150,1,1943,7,16729
150,1,1943,8,12440
150,1,1943,9,2205
150,1,1943,10,5317
150,1,1943,11,5727
150,1,1943,12,6833
150,1,1943,13,6937
150,1,1943,14,8998
150,1,1943,15,9903
150,1,1943,16,10017
150,1,1943,17,10447
150,1,1943,18,11200
150,1,1943,19,11713
150,1,1943,20,12811
150,1,1943,21,12830
150,1,1943,22,12972
150,1,1943,23,13387
150,1,1943,24,14850
150,1,1943,25,16546
150,1,1943,26,16720
150,0,1944,0,3478
150,0,1944,1,8209
150,0,1944,2,11482
150,0,1944,3,5771
150,0,1944,4,9480
150,0,1944,5,15617
150,0,1944,6,9070
150,0,1944,7,16388
150,0,1944,8,15429
150,0,1944,9,3505
150,0,1944,10,4352
150,0,1944,11,5246
150,0,1944,12,6476
150,0,1944,13,6766
150,0,1944,14,7646
150,0,1944,15,8105
150,0,1944,16,8390
150,0,1944,17,8478
150,0,1944,18,8785
150,0,1944,19,10242
150,0,1944,20,12171
150,0,1944,21,12409
150,0,1944,22,12420
150,0,1944,23,12865
150,0,1944,24,16369
150,0,1944,25,17623
150,1,1944,0,16798
150,1,1944,1,4960
150,1,1944,2,4420
150,1,1944,3,14386
150,1,1944,4,6177
150,1,1944,5,10873
150,1,1944,6,6937
150,1,1944,7,12263
150,1,1944,8,16720
150,1,1944,9,2447
150,1,1944,10,5727
150,1,1944,11,8998
150,1,1944,12,9088
150,1,1944,13,9903
150,1,1944,14,10017
150,1,1944,15,11200
150,1,1944,16,11519
150,1,1944,17,11713
150,1,1944,18,12134
150,1,1944,19,12174
150,1,1944,20,12440
150,1,1944,21,12811
150,1,1944,22,12830
150,1,1944,23,13630
150,1,1944,24,14850
150,1,1944,25,16250
150,1,1944,26,16651
150,1,1944,27,17687
150,0,1945,0,3478
150,0,1945,1,3505
150,0,1945,2,4352
150,0,1945,3,4561
150,0,1945,4,5232
150,0,1945,5,6305
150,0,1945,6,6476
150,0,1945,7,6482
150,0,1945,8,7539
150,0,1945,9,7609
150,0,1945,10,7626
150,0,1945,11,8105
150,0,1945,12,9070
150,0,1945,13,9823
150,0,1945,14,10170
150,0,1945,15,10242
150,0,1945,16,11095
150,0,1945,17,11482
150,0,1945,18,12089
150,0,1945,19,12409
150,0,1945,20,13867
150,0,1945,21,15617
150,0,1945,22,15675
150,0,1945,23,16350
150,1,1945,0,2822
150,1,1945,1,4420
150,1,1945,2,4957
150,1,1945,3,6177
150,1,1945,4,7560
150,1,1945,5,7736
150,1,1945,6,8589
150,1,1945,7,9088
150,1,1945,8,9903
150,1,1945,9,10447
150,1,1945,10,10873
150,1,1945,11,10987
150,1,1945,12,11200
150,1,1945,13,12175
150,1,1945,14,12440
150,1,1945,15,12596
150,1,1945,16,12811
150,1,1945,17,12862
150,1,1945,18,12972
150,1,1945,19,14159
150,1,1945,20,14257
150,1,1945,21,14850
150,1,1945,22,16599
150,1,1945,23,16720
150,1,1945,24,17584
150,0,1946,0,6442
150,0,1946,1,8105
150,0,1946,2,16610
150,0,1946,3,5771
150,0,1946,4,9480
150,0,1946,5,13165
150,0,1946,6,17266
150,0,1946,7,5725
150,0,1946,8,9432
150,0,1946,9,2475
150,0,1946,10,4462
150,0,1946,11,4481
150,0,1946,12,5688
150,0,1946,13,5726
150,0,1946,14,6482
150,0,1946,15,7407
150,0,1946,16,7993
150,0,1946,17,9823
150,0,1946,18,12409
150,0,1946,19,14240
150,0,1946,20,15429
150,0,1946,21,15617
150,0,1946,22,15675
150,0,1946,23,16688
150,0,1946,24,17623
150,1,1946,0,12972
150,1,1946,1,4960
150,1,1946,2,11843
150,1,1946,3,14671
150,1,1946,4,9903
150,1,1946,5,10873
150,1,1946,6,12263
150,1,1946,7,8629
150,1,1946,8,16720
150,1,1946,9,3276
150,1,1946,10,4420
150,1,1946,11,4957
150,1,1946,12,6233
150,1,1946,13,7705
150,1,1946,14,8379
150,1,1946,15,9958
150,1,1946,16,10536
150,1,1946,17,10987
150,1,1946,18,11200
150,1,1946,19,11713
150,1,1946,20,13387
150,1,1946,21,13774
150,1,1946,22,13815
150,1,1946,23,14660
150,1,1946,24,14850
150,1,1946,25,15156
150,1,1946,26,16599
150,0,1947,0,12409
150,0,1947,1,14240
150,0,1947,2,11482
150,0,1947,3,7407
150,0,1947,4,9425
150,0,1947,5,3505
150,0,1947,6,17266
150,0,1947,7,5726
150,0,1947,8,10287
150,0,1947,9,2475
150,0,1947,10,4462
150,0,1947,11,5771
150,0,1947,12,6442
150,0,1947,13,8162
150,0,1947,14,8247
150,0,1947,15,9069
150,0,1947,16,9432
150,0,1947,17,9823
150,0,1947,18,11005
150,0,1947,19,12161
150,0,1947,20,12865
150,0,1947,21,14083
150,0,1947,22,14919
150,0,1947,23,15429
150,0,1947,24,16369
150,0,1947,25,17623
150,1,1947,0,3276
150,1,1947,1,4960
150,1,1947,2,11843
150,1,1947,3,16599
150,1,1947,4,7705
150,1,1947,5,10873
150,1,1947,6,15156
150,1,1947,7,16729
150,1,1947,8,16720
150,1,1947,9,3617
150,1,1947,10,3653
150,1,1947,11,4420
150,1,1947,12,6123
150,1,1947,13,6177
150,1,1947,14,7726
150,1,1947,15,9903
150,1,1947,16,10915
150,1,1947,17,10987
150,1,1947,18,11713
150,1,1947,19,12174
150,1,1947,20,12263
150,1,1947,21,12862
150,1,1947,22,13774
150,1,1947,23,14304
150,1,1947,24,14428
150,1,1947,25,15408
150,1,1947,26,15530
150,0,1948,0,11005
150,0,1948,1,14240
150,0,1948,2,11482
150,0,1948,3,7407
150,0,1948,4,9480
150,0,1948,5,3505
150,0,1948,6,8247
150,0,1948,7,6333
150,0,1948,8,12161
150,0,1948,9,3147
150,0,1948,10,4776
150,0,1948,11,5726
150,0,1948,12,5760
150,0,1948,13,5771
150,0,1948,14,6442
150,0,1948,15,8114
150,0,1948,16,9425
150,0,1948,17,10223
150,0,1948,18,12409
150,0,1948,19,12865
150,0,1948,20,13693
150,0,1948,21,15617
150,0,1948,22,16046
150,0,1948,23,16610
150,0,1948,24,17266
150,0,1948,25,17697
150,1,1948,0,3617
150,1,1948,1,4960
150,1,1948,2,11843
150,1,1948,3,14671
150,1,1948,4,12862
150,1,1948,5,13774
150,1,1948,6,12263
150,1,1948,7,2532
150,1,1948,8,15156
150,1,1948,9,3276
150,1,1948,10,3653
150,1,1948,11,6177
150,1,1948,12,7410
150,1,1948,13,7705
150,1,1948,14,8589
150,1,1948,15,9533
150,1,1948,16,9592
150,1,1948,17,10873
150,1,1948,18,10987
150,1,1948,19,11225
150,1,1948,20,13955
150,1,1948,21,13974
150,1,1948,22,14428
150,1,1948,23,14660
150,1,1948,24,15530
150,1,1948,25,16190
150,1,1948,26,16699
150,0,1949,0,12938
150,0,1949,1,16046
150,0,1949,2,14094
150,0,1949,3,11651
150,0,1949,4,9425
150,0,1949,5,9254
150,0,1949,6,17266
150,0,1949,7,5726
150,0,1949,8,5725
150,0,1949,9,3147
150,0,1949,10,3720
150,0,1949,11,5717
150,0,1949,12,5762
150,0,1949,13,7390
150,0,1949,14,7407
150,0,1949,15,8162
150,0,1949,16,8247
150,0,1949,17,9444
150,0,1949,18,10223
150,0,1949,19,11829
150,0,1949,20,13693
150,0,1949,21,13867
150,0,1949,22,15617
150,0,1949,23,16377
150,0,1949,24,17021
150,1,1949,0,15408
150,1,1949,1,14823
150,1,1949,2,11843
150,1,1949,3,14102
150,1,1949,4,9381
150,1,1949,5,13774
150,1,1949,6,9592
150,1,1949,7,12263
150,1,1949,8,10915
150,1,1949,9,3199
150,1,1949,10,3276
150,1,1949,11,3617
150,1,1949,12,4181
150,1,1949,13,4960
150,1,1949,14,7410
150,1,1949,15,8488
150,1,1949,16,10873
150,1,1949,17,12174
150,1,1949,18,12402
150,1,1949,19,12862
150,1,1949,20,13387
150,1,1949,21,14159
150,1,1949,22,14671
150,1,1949,23,15156
150,1,1949,24,16190
150,1,1949,25,16699
150,0,1950,0,13693
150,0,1950,1,3147
150,0,1950,2,5934
150,0,1950,3,5771
150,0,1950,4,9425
150,0,1950,5,14037
150,0,1950,6,17266
150,0,1950,7,5762
150,0,1950,8,6333
150,0,1950,9,4103
150,0,1950,10,4775
150,0,1950,11,5725
150,0,1950,12,5726
150,0,1950,13,6363
150,0,1950,14,6442
150,0,1950,15,7515
150,0,1950,16,8162
150,0,1950,17,8247
150,0,1950,18,8677
150,0,1950,19,10223
150,0,1950,20,10442
150,0,1950,21,11651
150,0,1950,22,13867
150,0,1950,23,14566
150,0,1950,24,15617
150,1,1950,0,14065
150,1,1950,1,4181
150,1,1950,2,12263
150,1,1950,3,14102
150,1,1950,4,9251
150,1,1950,5,10873
150,1,1950,6,9592
150,1,1950,7,15156
150,1,1950,8,14527
150,1,1950,9,3276
150,1,1950,10,4960
150,1,1950,11,8488
150,1,1950,12,8986
150,1,1950,13,9781
150,1,1950,14,12402
150,1,1950,15,12862
150,1,1950,16,13774
150,1,1950,17,14159
150,1,1950,18,14357
150,1,1950,19,14671
150,1,1950,20,15116
150,1,1950,21,15335
150,1,1950,22,15408
150,1,1950,23,15530
150,1,1950,24,17583
150,0,1951,0,7061
150,0,1951,1,3147
150,0,1951,2,6363
150,0,1951,3,6764
150,0,1951,4,9425
150,0,1951,5,4303
150,0,1951,6,17266
150,0,1951,7,5725
150,0,1951,8,17021
150,0,1951,9,4042
150,0,1951,10,5726
150,0,1951,11,5762
150,0,1951,12,5771
150,0,1951,13,7696
150,0,1951,14,8162
150,0,1951,15,8857
150,0,1951,16,10223
150,0,1951,17,10477
150,0,1951,18,10893
150,0,1951,19,11812
150,0,1951,20,12938
150,0,1951,21,14037
150,0,1951,22,14094
150,0,1951,23,14888
150,0,1951,24,15617
150,1,1951,0,14065
150,1,1951,1,4181
150,1,1951,2,8488
150,1,1951,3,14102
150,1,1951,4,6177
150,1,1951,5,5379
150,1,1951,6,12263
150,1,1951,7,2532
150,1,1951,8,6233
150,1,1951,9,3276
150,1,1951,10,6123
150,1,1951,11,8986
150,1,1951,12,9251
150,1,1951,13,9592
150,1,1951,14,10242
150,1,1951,15,10723
150,1,1951,16,12402
150,1,1951,17,13774
150,1,1951,18,14159
150,1,1951,19,14671
150,1,1951,20,15156
150,1,1951,21,15335
150,1,1951,22,15408
150,1,1951,23,17037
150,1,1951,24,17583
150,0,1952,0,13693
150,0,1952,1,3147
150,0,1952,2,14094
150,0,1952,3,2583
150,0,1952,4,14256
150,0,1952,5,14037
150,0,1952,6,11829
150,0,1952,7,5725
150,0,1952,8,2899
150,0,1952,9,5762
150,0,1952,10,6363
150,0,1952,11,6764
150,0,1952,12,7009
150,0,1952,13,8162
150,0,1952,14,9029
150,0,1952,15,9254
150,0,1952,16,9425
150,0,1952,17,10223
150,0,1952,18,10846
150,0,1952,19,11263
150,0,1952,20,11812
150,0,1952,21,12876
150,0,1952,22,13867
150,0,1952,23,14888
150,0,1952,24,17021
150,0,1952,25,17627
150,1,1952,0,15074
150,1,1952,1,4181
150,1,1952,2,10419
150,1,1952,3,14102
150,1,1952,4,16190
150,1,1952,5,7853
150,1,1952,6,14527
150,1,1952,7,12263
150,1,1952,8,15156
150,1,1952,9,2554
150,1,1952,10,5379
150,1,1952,11,6904
150,1,1952,12,8074
150,1,1952,13,8135
150,1,1952,14,8488
150,1,1952,15,8896
150,1,1952,16,9592
150,1,1952,17,10723
150,1,1952,18,13774
150,1,1952,19,14065
150,1,1952,20,14159
150,1,1952,21,14357
150,1,1952,22,14671
150,1,1952,23,15335
150,1,1952,24,15408
150,1,1952,25,15509
150,1,1952,26,17040
150,0,1953,0,13281
150,0,1953,1,3147
150,0,1953,2,16610
150,0,1953,3,7390
150,0,1953,4,14256
150,0,1953,5,4303
150,0,1953,6,17712
150,0,1953,7,10846
150,0,1953,8,2899
150,0,1953,9,5762
150,0,1953,10,6363
150,0,1953,11,6764
150,0,1953,12,7009
150,0,1953,13,8818
150,0,1953,14,9425
150,0,1953,15,9888
150,0,1953,16,10223
150,0,1953,17,11812
150,0,1953,18,11843
150,0,1953,19,12876
150,0,1953,20,13867
150,0,1953,21,14037
150,0,1953,22,14094
150,0,1953,23,14428
150,0,1953,24,17112
150,0,1953,25,17266
150,1,1953,0,14065
150,1,1953,1,4181
150,1,1953,2,9696
150,1,1953,3,14671
150,1,1953,4,11014
150,1,1953,5,13774
150,1,1953,6,12263
150,1,1953,7,3034
150,1,1953,8,15156
150,1,1953,9,2532
150,1,1953,10,5100
150,1,1953,11,5696
150,1,1953,12,6904
150,1,1953,13,7743
150,1,1953,14,7853
150,1,1953,15,8488
150,1,1953,16,9592
150,1,1953,17,11225
150,1,1953,18,13904
150,1,1953,19,14102
150,1,1953,20,15074
150,1,1953,21,15335
150,1,1953,22,15408
150,1,1953,23,15509
150,1,1953,24,17040
150,1,1953,25,17179
150,1,1953,26,17220
150,0,1954,0,6706
150,0,1954,1,3147
150,0,1954,2,14256
150,0,1954,3,2583
150,0,1954,4,3453
150,0,1954,5,4303
150,0,1954,6,11812
150,0,1954,7,10846
150,0,1954,8,2899
150,0,1954,9,4901
150,0,1954,10,5762
150,0,1954,11,6363
150,0,1954,12,6525
150,0,1954,13,6764
150,0,1954,14,7009
150,0,1954,15,9401
150,0,1954,16,9425
150,0,1954,17,9888
150,0,1954,18,10223
150,0,1954,19,10442
150,0,1954,20,12508
150,0,1954,21,13295
150,0,1954,22,13423
150,0,1954,23,13867
150,0,1954,24,15689
150,0,1954,25,16377
150,0,1954,26,16401
150,0,1954,27,16610
150,0,1954,28,17266
150,1,1954,0,14065
150,1,1954,1,4181
150,1,1954,2,9696
150,1,1954,3,7853
150,1,1954,4,8910
150,1,1954,5,5379
150,1,1954,6,14102
150,1,1954,7,15335
150,1,1954,8,12263
150,1,1954,9,2466
150,1,1954,10,3034
150,1,1954,11,3959
150,1,1954,12,4861
150,1,1954,13,5100
150,1,1954,14,6265
150,1,1954,15,7620
150,1,1954,16,7743
150,1,1954,17,8488
150,1,1954,18,8933
150,1,1954,19,11100
150,1,1954,20,12129
150,1,1954,21,13774
150,1,1954,22,14671
150,1,1954,23,15408
150,1,1954,24,16126
150,1,1954,25,17336
150,0,1955,0,13281
150,0,1955,1,3147
150,0,1955,2,16610
150,0,1955,3,6764
150,0,1955,4,6525
150,0,1955,5,9888
150,0,1955,6,17266
150,0,1955,7,10846
150,0,1955,8,9332
150,0,1955,9,2583
150,0,1955,10,4303
150,0,1955,11,5762
150,0,1955,12,5812
150,0,1955,13,6706
150,0,1955,14,8496
150,0,1955,15,9029
150,0,1955,16,10442
150,0,1955,17,13470
150,0,1955,18,14256
150,0,1955,19,14744
150,0,1955,20,15186
150,0,1955,21,15824
150,0,1955,22,16401
150,0,1955,23,17336
150,0,1955,24,17578
150,1,1955,0,14065
150,1,1955,1,5100
150,1,1955,2,9696
150,1,1955,3,14671
150,1,1955,4,11014
150,1,1955,5,2726
150,1,1955,6,6233
150,1,1955,7,15335
150,1,1955,8,12129
150,1,1955,9,2160
150,1,1955,10,2524
150,1,1955,11,2665
150,1,1955,12,3959
150,1,1955,13,4181
150,1,1955,14,4861
150,1,1955,15,7743
150,1,1955,16,8488
150,1,1955,17,8933
150,1,1955,18,9239
150,1,1955,19,10432
150,1,1955,20,10478
150,1,1955,21,11100
150,1,1955,22,12263
150,1,1955,23,12402
150,1,1955,24,12550
150,1,1955,25,16126
150,0,1956,0,13281
150,0,1956,1,3147
150,0,1956,2,16610
150,0,1956,3,6764
150,0,1956,4,9425
150,0,1956,5,9888
150,0,1956,6,17266
150,0,1956,7,10846
150,0,1956,8,9332
150,0,1956,9,3453
150,0,1956,10,3687
150,0,1956,11,6706
150,0,1956,12,9884
150,0,1956,13,10442
150,0,1956,14,10923
150,0,1956,15,11070
150,0,1956,16,11263
150,0,1956,17,12317
150,0,1956,18,13295
150,0,1956,19,13470
