league_id,start_date,type,event_over,deleted,name,gender,needs_human_action
166,"2019-6-24",104,0,0,"Player of the Week Award Announcement, Week no. 25",0,0
166,"2019-7-1",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
167,"2019-5-20",29,0,0,"2019 All-Star Voting Begins",0,0
167,"2019-7-10",14,0,0,"2019 All-Star Teams announced",0,0
167,"2019-7-12",20,0,0,"2019 All-Star Game",0,0
168,"2019-5-13",29,0,0,"2019 All-Star Voting Begins",0,0
168,"2019-7-10",14,0,0,"2019 All-Star Teams announced",0,0
168,"2019-7-12",20,0,0,"2019 All-Star Game",0,0
169,"2019-6-2",29,0,0,"2019 All-Star Voting Begins",0,0
169,"2019-7-15",14,0,0,"2019 All-Star Teams announced",0,0
169,"2019-7-17",20,0,0,"2019 All-Star Game",0,0
173,"2019-6-21",29,0,0,"2019 All-Star Voting Begins",0,0
173,"2019-7-22",14,0,0,"2019 All-Star Teams announced",0,0
173,"2019-7-24",20,0,0,"2019 All-Star Game",0,0
126,"2019-5-10",29,0,0,"2019 All-Star Voting Begins",0,0
126,"2019-6-13",14,0,0,"2019 All-Star Teams announced",0,0
126,"2019-6-15",20,0,0,"2019 All-Star Game",0,0
180,"2019-5-16",29,0,0,"2019 All-Star Voting Begins",0,0
180,"2019-6-24",14,0,0,"2019 All-Star Teams announced",0,0
180,"2019-6-26",20,0,0,"2019 All-Star Game",0,0
138,"2019-6-3",29,0,0,"2019 All-Star Voting Begins",0,0
138,"2019-6-26",14,0,0,"2019 All-Star Teams announced",0,0
138,"2019-6-28",20,0,0,"2019 All-Star Game",0,0
183,"2019-4-28",29,0,0,"2019 All-Star Voting Begins",0,0
183,"2019-5-9",14,0,0,"2019 All-Star Teams announced",0,0
183,"2019-5-11",20,0,0,"2019 All-Star Game",0,0
187,"2019-5-10",29,0,0,"2019 All-Star Voting Begins",0,0
187,"2019-6-20",14,0,0,"2019 All-Star Teams announced",0,0
187,"2019-6-22",20,0,0,"2019 All-Star Game",0,0
188,"2019-5-8",29,0,0,"2019 All-Star Voting Begins",0,0
188,"2019-6-21",14,0,0,"2019 All-Star Teams announced",0,0
188,"2019-6-23",20,0,0,"2019 All-Star Game",0,0
189,"2019-4-30",29,0,0,"2019 All-Star Voting Begins",0,0
189,"2019-5-30",14,0,0,"2019 All-Star Teams announced",0,0
189,"2019-6-1",20,0,0,"2019 All-Star Game",0,0
122,"2019-4-13",12,0,1,"OPENING DAY",0,0
122,"2019-4-13",13,0,1,"Regular Season Ends",0,0
122,"2019-4-15",15,0,1,"PLAYOFFS BEGIN",0,0
123,"2019-3-23",12,0,1,"OPENING DAY",0,0
123,"2019-4-1",104,0,1,"Player of the Week Award Announcement, Week no. 13",0,0
123,"2019-4-8",104,0,1,"Player of the Week Award Announcement, Week no. 14",0,0
123,"2019-4-15",104,0,1,"Player of the Week Award Announcement, Week no. 15",0,0
123,"2019-4-22",104,0,1,"Player of the Week Award Announcement, Week no. 16",0,0
123,"2019-4-29",104,0,1,"Player of the Week Award Announcement, Week no. 17",0,0
172,"2019-3-26",12,0,1,"OPENING DAY",0,0
172,"2019-4-1",104,0,1,"Player of the Week Award Announcement, Week no. 13",0,0
172,"2019-4-8",104,0,1,"Player of the Week Award Announcement, Week no. 14",0,0
173,"2019-5-20",12,0,1,"OPENING DAY",0,0
173,"2019-5-20",13,0,1,"Regular Season Ends",0,0
173,"2019-6-21",29,0,1,"2019 All-Star Voting Begins",0,0
173,"2019-7-22",14,0,1,"2019 All-Star Teams announced",0,0
173,"2019-7-24",20,0,1,"2019 All-Star Game",0,0
173,"2019-5-22",15,0,1,"PLAYOFFS BEGIN",0,0
126,"2019-4-4",12,0,1,"OPENING DAY",0,0
126,"2019-4-15",104,0,1,"Player of the Week Award Announcement, Week no. 15",0,0
126,"2019-4-22",104,0,1,"Player of the Week Award Announcement, Week no. 16",0,0
126,"2019-4-29",104,0,1,"Player of the Week Award Announcement, Week no. 17",0,0
126,"2019-5-1",101,0,1,"Batter of the Month Award Announcement",0,0
126,"2019-5-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
126,"2019-5-10",29,0,1,"2019 All-Star Voting Begins",0,0
126,"2019-6-13",14,0,1,"2019 All-Star Teams announced",0,0
126,"2019-6-15",20,0,1,"2019 All-Star Game",0,0
126,"2019-5-1",103,0,1,"Rookie of the Month Award Announcement",0,0
174,"2019-4-1",12,0,1,"OPENING DAY",0,0
174,"2019-7-1",27,0,1,"International FA Signing Begins",0,0
174,"2019-4-1",9,0,1,"Roster Expansion",0,0
174,"2019-6-5",2,0,1,"First-Year Player Draft",0,1
174,"2019-5-6",3,0,1,"Draft Pool Announcement",0,0
174,"2019-4-1",5,0,1,"Trading Deadline",0,0
174,"2019-4-1",13,0,1,"Regular Season Ends",0,0
174,"2019-4-3",15,0,1,"PLAYOFFS BEGIN",0,0
128,"2019-10-11",11,0,1,"Spring Training Begins",0,0
128,"2019-11-15",12,0,1,"OPENING DAY",0,0
128,"2019-11-25",104,0,1,"Player of the Week Award Announcement, Week no. 47",0,0
128,"2019-12-1",101,0,1,"Batter of the Month Award Announcement",0,0
128,"2019-12-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
128,"2019-12-1",103,0,1,"Rookie of the Month Award Announcement",0,0
175,"2019-4-1",12,0,1,"OPENING DAY",0,0
175,"2019-7-1",27,0,1,"International FA Signing Begins",0,0
175,"2019-6-15",2,0,1,"First-Year Player Draft",0,1
175,"2019-5-16",3,0,1,"Draft Pool Announcement",0,0
175,"2019-4-1",5,0,1,"Trading Deadline",0,0
175,"2019-4-1",13,0,1,"Regular Season Ends",0,0
175,"2019-4-3",15,0,1,"PLAYOFFS BEGIN",0,0
130,"2019-4-19",11,0,1,"Spring Training Begins",0,0
130,"2019-4-26",12,0,1,"OPENING DAY",0,0
130,"2019-5-6",104,0,1,"Player of the Week Award Announcement, Week no. 18",0,0
130,"2019-5-13",104,0,1,"Player of the Week Award Announcement, Week no. 19",0,0
130,"2019-5-20",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
130,"2019-5-27",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
176,"2019-4-19",11,0,1,"Spring Training Begins",0,0
176,"2019-4-26",12,0,1,"OPENING DAY",0,0
176,"2019-5-6",104,0,1,"Player of the Week Award Announcement, Week no. 18",0,0
176,"2019-5-13",104,0,1,"Player of the Week Award Announcement, Week no. 19",0,0
176,"2019-5-20",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
176,"2019-5-27",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
176,"2019-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
177,"2019-6-2",12,0,0,"OPENING DAY",0,0
177,"2019-6-10",104,0,0,"Player of the Week Award Announcement, Week no. 23",0,0
177,"2019-6-17",104,0,0,"Player of the Week Award Announcement, Week no. 24",0,0
178,"2019-5-18",12,0,0,"OPENING DAY",0,0
178,"2019-5-18",13,0,0,"Regular Season Ends",0,0
178,"2019-5-20",15,0,0,"PLAYOFFS BEGIN",0,0
134,"2019-10-20",11,0,1,"Spring Training Begins",0,0
134,"2019-10-27",12,0,1,"OPENING DAY",0,0
134,"2019-11-4",104,0,1,"Player of the Week Award Announcement, Week no. 44",0,0
134,"2019-11-11",104,0,1,"Player of the Week Award Announcement, Week no. 45",0,0
134,"2019-11-18",104,0,1,"Player of the Week Award Announcement, Week no. 46",0,0
134,"2019-11-25",104,0,1,"Player of the Week Award Announcement, Week no. 47",0,0
134,"2019-12-1",101,0,1,"Batter of the Month Award Announcement",0,0
179,"2019-4-26",11,0,1,"Spring Training Begins",0,0
179,"2019-5-17",12,0,1,"OPENING DAY",0,0
179,"2019-5-27",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
179,"2019-6-3",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
179,"2019-6-21",29,0,1,"2019 All-Star Voting Begins",0,0
179,"2019-7-23",14,0,1,"2019 All-Star Teams announced",0,0
179,"2019-7-25",20,0,1,"2019 All-Star Game",0,0
179,"2019-6-10",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
180,"2019-3-22",11,0,1,"Spring Training Begins",0,0
180,"2019-4-5",12,0,1,"OPENING DAY",0,0
180,"2019-4-15",104,0,1,"Player of the Week Award Announcement, Week no. 15",0,0
180,"2019-4-22",104,0,1,"Player of the Week Award Announcement, Week no. 16",0,0
180,"2019-5-16",29,0,1,"2019 All-Star Voting Begins",0,0
180,"2019-6-24",14,0,1,"2019 All-Star Teams announced",0,0
180,"2019-6-26",20,0,1,"2019 All-Star Game",0,0
180,"2019-4-29",104,0,1,"Player of the Week Award Announcement, Week no. 17",0,0
181,"2019-5-1",11,0,1,"Spring Training Begins",0,0
181,"2019-5-22",12,0,1,"OPENING DAY",0,0
181,"2019-5-22",5,0,1,"Trading Deadline",0,0
181,"2019-5-22",13,0,1,"Regular Season Ends",0,0
181,"2019-5-24",15,0,1,"PLAYOFFS BEGIN",0,0
138,"2019-4-19",11,0,1,"Spring Training Begins",0,0
138,"2019-5-10",12,0,1,"OPENING DAY",0,0
138,"2019-5-20",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
138,"2019-5-27",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
138,"2019-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
138,"2019-6-3",29,0,1,"2019 All-Star Voting Begins",0,0
138,"2019-6-26",14,0,1,"2019 All-Star Teams announced",0,0
138,"2019-6-28",20,0,1,"2019 All-Star Game",0,0
138,"2019-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
182,"2019-3-30",12,0,1,"OPENING DAY",0,0
182,"2019-4-8",104,0,1,"Player of the Week Award Announcement, Week no. 14",0,0
182,"2019-4-15",104,0,1,"Player of the Week Award Announcement, Week no. 15",0,0
182,"2019-4-22",104,0,1,"Player of the Week Award Announcement, Week no. 16",0,0
183,"2019-3-22",11,0,1,"Spring Training Begins",0,0
183,"2019-4-5",12,0,1,"OPENING DAY",0,0
183,"2019-4-15",104,0,1,"Player of the Week Award Announcement, Week no. 15",0,0
183,"2019-4-22",104,0,1,"Player of the Week Award Announcement, Week no. 16",0,0
183,"2019-4-23",29,0,1,"2019 All-Star Voting Begins",0,0
183,"2019-5-9",14,0,1,"2019 All-Star Teams announced",0,0
183,"2019-5-11",20,0,1,"2019 All-Star Game",0,0
183,"2019-4-29",104,0,1,"Player of the Week Award Announcement, Week no. 17",0,0
184,"2019-5-10",11,0,1,"Spring Training Begins",0,0
184,"2019-5-24",12,0,1,"OPENING DAY",0,0
184,"2019-6-3",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
184,"2019-6-10",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
184,"2019-6-6",29,0,1,"2019 All-Star Voting Begins",0,0
184,"2019-6-23",14,0,1,"2019 All-Star Teams announced",0,0
184,"2019-6-25",20,0,1,"2019 All-Star Game",0,0
184,"2019-6-17",104,0,1,"Player of the Week Award Announcement, Week no. 24",0,0
185,"2019-5-6",11,0,1,"Spring Training Begins",0,0
185,"2019-5-20",12,0,1,"OPENING DAY",0,0
185,"2019-5-20",5,0,1,"Trading Deadline",0,0
185,"2019-5-20",13,0,1,"Regular Season Ends",0,0
185,"2019-5-22",15,0,1,"PLAYOFFS BEGIN",0,0
150,"2019-5-13",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
150,"2019-5-20",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
150,"2019-5-27",104,0,0,"Player of the Week Award Announcement, Week no. 21",0,0
150,"2019-6-1",101,0,0,"Batter of the Month Award Announcement",0,0
150,"2019-6-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
150,"2019-6-1",103,0,0,"Rookie of the Month Award Announcement",0,0
150,"2019-6-3",104,0,0,"Player of the Week Award Announcement, Week no. 22",0,0
150,"2019-6-10",104,0,0,"Player of the Week Award Announcement, Week no. 23",0,0
150,"2019-6-17",104,0,0,"Player of the Week Award Announcement, Week no. 24",0,0
150,"2019-6-24",104,0,0,"Player of the Week Award Announcement, Week no. 25",0,0
150,"2019-7-1",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
150,"2019-7-1",101,0,0,"Batter of the Month Award Announcement",0,0
150,"2019-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
150,"2019-7-1",103,0,0,"Rookie of the Month Award Announcement",0,0
150,"2019-7-8",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
150,"2019-7-15",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
150,"2019-7-22",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
150,"2019-7-29",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
150,"2019-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
150,"2019-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
150,"2019-8-1",103,0,0,"Rookie of the Month Award Announcement",0,0
150,"2019-8-5",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
150,"2019-8-12",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
150,"2019-8-19",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
150,"2019-8-26",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
150,"2019-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
150,"2019-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
150,"2019-9-1",103,0,0,"Rookie of the Month Award Announcement",0,0
150,"2019-9-2",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
150,"2019-9-9",104,0,0,"Player of the Week Award Announcement, Week no. 36",0,0
150,"2019-9-16",104,0,0,"Player of the Week Award Announcement, Week no. 37",0,0
150,"2019-9-23",104,0,0,"Player of the Week Award Announcement, Week no. 38",0,0
150,"2019-10-1",101,0,0,"Batter of the Month Award Announcement",0,0
150,"2019-10-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
150,"2019-10-1",103,0,0,"Rookie of the Month Award Announcement",0,0
150,"2019-7-2",27,0,0,"International FA Signing Begins",0,0
150,"2019-9-1",9,0,0,"Roster Expansion",0,0
150,"2019-6-4",2,0,0,"First-Year Player Draft",0,1
150,"2019-5-5",3,0,0,"Draft Pool Announcement",0,0
150,"2019-7-31",5,0,0,"Trading Deadline",0,0
151,"2019-4-29",104,0,0,"Player of the Week Award Announcement, Week no. 17",0,0
151,"2019-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
151,"2019-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
156,"2019-4-29",104,0,0,"Player of the Week Award Announcement, Week no. 17",0,0
156,"2019-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
156,"2019-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
156,"2019-5-6",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
156,"2019-5-13",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
156,"2019-5-20",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
156,"2019-5-27",104,0,0,"Player of the Week Award Announcement, Week no. 21",0,0
156,"2019-6-1",101,0,0,"Batter of the Month Award Announcement",0,0
156,"2019-6-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
156,"2019-6-3",104,0,0,"Player of the Week Award Announcement, Week no. 22",0,0
156,"2019-6-10",104,0,0,"Player of the Week Award Announcement, Week no. 23",0,0
156,"2019-6-17",104,0,0,"Player of the Week Award Announcement, Week no. 24",0,0
156,"2019-6-24",104,0,0,"Player of the Week Award Announcement, Week no. 25",0,0
156,"2019-7-1",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
156,"2019-7-1",101,0,0,"Batter of the Month Award Announcement",0,0
156,"2019-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
156,"2019-7-8",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
156,"2019-7-15",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
156,"2019-7-22",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
156,"2019-7-29",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
156,"2019-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
156,"2019-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
156,"2019-8-5",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
156,"2019-8-12",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
156,"2019-8-19",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
156,"2019-8-26",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
156,"2019-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
156,"2019-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
156,"2019-9-2",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
156,"2019-9-2",13,0,0,"Regular Season Ends",0,0
157,"2019-4-29",104,0,0,"Player of the Week Award Announcement, Week no. 17",0,0
157,"2019-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
157,"2019-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
157,"2019-5-6",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
157,"2019-5-13",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
157,"2019-5-20",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
157,"2019-5-27",104,0,0,"Player of the Week Award Announcement, Week no. 21",0,0
157,"2019-6-1",101,0,0,"Batter of the Month Award Announcement",0,0
157,"2019-6-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
157,"2019-6-3",104,0,0,"Player of the Week Award Announcement, Week no. 22",0,0
157,"2019-6-10",104,0,0,"Player of the Week Award Announcement, Week no. 23",0,0
157,"2019-6-17",104,0,0,"Player of the Week Award Announcement, Week no. 24",0,0
157,"2019-6-24",104,0,0,"Player of the Week Award Announcement, Week no. 25",0,0
157,"2019-7-1",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
157,"2019-7-1",101,0,0,"Batter of the Month Award Announcement",0,0
157,"2019-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
157,"2019-7-8",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
157,"2019-7-15",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
157,"2019-7-22",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
157,"2019-7-29",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
157,"2019-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
157,"2019-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
157,"2019-8-5",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
157,"2019-8-12",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
157,"2019-8-19",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
157,"2019-8-26",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
157,"2019-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
157,"2019-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
157,"2019-9-2",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
157,"2019-5-11",29,0,0,"2019 All-Star Voting Begins",0,0
157,"2019-6-16",14,0,0,"2019 All-Star Teams announced",0,0
157,"2019-9-2",13,0,0,"Regular Season Ends",0,0
157,"2019-6-18",20,0,0,"2019 All-Star Game",0,0
151,"2019-5-6",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
151,"2019-5-13",104,0,0,"Player of the Week Award Announcement, Week no. 19",0,0
151,"2019-5-20",104,0,0,"Player of the Week Award Announcement, Week no. 20",0,0
151,"2019-5-27",104,0,0,"Player of the Week Award Announcement, Week no. 21",0,0
151,"2019-6-1",101,0,0,"Batter of the Month Award Announcement",0,0
151,"2019-6-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
151,"2019-6-3",104,0,0,"Player of the Week Award Announcement, Week no. 22",0,0
151,"2019-6-10",104,0,0,"Player of the Week Award Announcement, Week no. 23",0,0
151,"2019-6-17",104,0,0,"Player of the Week Award Announcement, Week no. 24",0,0
151,"2019-6-24",104,0,0,"Player of the Week Award Announcement, Week no. 25",0,0
151,"2019-7-1",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
151,"2019-7-1",101,0,0,"Batter of the Month Award Announcement",0,0
151,"2019-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
151,"2019-7-8",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
151,"2019-7-15",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
151,"2019-7-22",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
151,"2019-7-29",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
151,"2019-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
151,"2019-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
151,"2019-8-5",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
151,"2019-8-12",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
151,"2019-8-19",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
151,"2019-8-26",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
151,"2019-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
151,"2019-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
151,"2019-9-2",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
151,"2019-9-2",13,0,0,"Regular Season Ends",0,0
151,"2019-9-4",15,0,0,"PLAYOFFS BEGIN",0,0
152,"2019-4-29",104,0,0,"Player of the Week Award Announcement, Week no. 17",0,0
152,"2019-5-1",101,0,0,"Batter of the Month Award Announcement",0,0
152,"2019-5-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
152,"2019-5-6",104,0,0,"Player of the Week Award Announcement, Week no. 18",0,0
