player_id,team_id,league_id,position,role,fielding_ratings_infield_range,fielding_ratings_infield_arm,fielding_ratings_turn_doubleplay,fielding_ratings_outfield_range,fielding_ratings_outfield_arm,fielding_ratings_catcher_arm,fielding_ratings_catcher_ability,fielding_ratings_infield_error,fielding_ratings_outfield_error,fielding_experience0,fielding_experience1,fielding_experience2,fielding_experience3,fielding_experience4,fielding_experience5,fielding_experience6,fielding_experience7,fielding_experience8,fielding_experience9,fielding_rating_pos1,fielding_rating_pos2,fielding_rating_pos3,fielding_rating_pos4,fielding_rating_pos5,fielding_rating_pos6,fielding_rating_pos7,fielding_rating_pos8,fielding_rating_pos9
27,221,156,1,12,52,105,38,22,107,2,9,33,56,0,155,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
28,0,0,1,12,55,108,11,24,35,1,1,32,51,0,150,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
29,0,0,1,12,65,58,51,24,43,8,2,29,20,0,200,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0
30,0,0,1,12,52,120,29,51,30,3,2,68,30,0,168,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
31,167,151,5,0,79,164,65,68,154,1,1,107,82,0,48,0,140,0,200,0,40,0,29,54,0,112,0,103,0,16,0,11
32,0,0,1,11,37,118,29,41,142,8,8,48,49,0,150,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
33,0,0,2,0,66,105,18,81,109,91,88,51,84,0,0,200,40,0,0,0,0,0,0,0,77,21,0,0,0,0,0,0
34,0,0,1,11,55,142,34,87,59,8,2,13,53,0,150,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0
35,0,0,9,0,1,4,1,76,102,3,6,3,91,0,0,0,0,0,0,0,141,0,193,0,0,0,0,0,0,57,0,61
36,190,153,1,12,60,85,26,79,23,1,1,35,36,0,200,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0
37,183,152,1,11,85,80,27,58,38,10,1,67,53,0,200,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0
38,0,0,1,12,35,88,12,28,28,1,3,10,26,0,200,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
39,31,150,1,11,101,116,75,6,122,8,7,99,64,0,200,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0
40,201,154,1,12,71,108,17,64,57,3,9,61,22,0,154,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0
41,0,0,1,11,44,95,55,87,105,10,3,88,64,0,150,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0
42,0,0,1,12,52,99,37,72,40,1,1,27,12,0,200,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
43,181,152,1,11,45,76,30,58,33,10,2,40,38,0,200,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0
44,32,150,1,12,75,92,11,97,39,2,2,23,76,0,157,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0
45,158,151,1,11,41,84,28,52,51,11,10,49,40,0,200,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0
46,185,152,2,0,25,96,33,18,90,113,117,46,33,0,0,200,90,0,0,0,0,0,0,0,117,27,0,0,0,0,0,0
47,40,150,2,0,48,94,12,49,105,147,160,88,72,0,0,200,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0
48,178,152,2,0,103,84,38,100,23,117,125,96,46,0,0,200,0,0,4,0,0,0,0,0,127,0,0,1,0,0,0,0
49,0,0,4,0,125,129,102,102,116,6,7,115,102,0,0,0,0,200,75,120,0,0,0,0,0,0,118,41,50,0,0,0
50,0,0,1,11,37,99,36,46,7,1,4,67,34,0,200,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0
51,0,0,1,12,23,112,42,30,112,1,6,52,79,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
52,157,151,7,0,44,85,55,116,110,10,2,65,92,0,0,0,21,0,0,0,144,13,198,0,0,10,0,0,0,93,4,107
53,58,150,1,12,31,111,13,79,38,4,8,43,44,0,157,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
54,36,150,7,0,55,115,45,98,109,105,56,78,96,0,0,0,0,0,0,0,200,0,198,0,0,0,0,0,0,109,0,89
55,159,151,3,0,63,103,38,88,70,3,7,100,102,0,0,0,200,0,0,0,117,0,0,0,0,116,0,0,0,52,0,0
56,0,0,4,0,69,66,135,85,10,9,6,95,32,0,0,0,123,200,127,0,0,0,0,0,0,74,70,0,0,0,0,0
57,0,0,4,0,144,144,133,114,130,3,1,158,112,0,0,0,0,200,0,160,0,0,0,0,0,0,160,0,102,0,0,0
58,0,0,6,0,132,118,112,14,23,3,1,125,19,0,0,0,124,178,173,200,0,0,0,0,0,100,115,96,96,0,0,0
59,0,0,8,0,45,67,19,162,116,8,5,40,156,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,109,0
60,198,153,7,0,58,110,42,118,153,4,7,73,114,0,148,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0
61,0,0,1,12,49,144,42,39,54,3,2,73,13,0,150,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0
62,50,150,5,0,187,191,116,88,170,7,3,114,112,0,0,0,0,0,200,0,0,0,0,0,0,0,0,186,0,0,0,0
63,0,0,1,12,66,111,65,5,5,1,1,82,5,0,100,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
64,0,0,2,0,51,116,26,56,76,95,139,59,82,0,0,200,130,0,0,0,0,0,0,0,120,73,0,0,0,0,0,0
65,215,155,9,0,54,99,35,98,110,1,1,79,104,0,0,0,55,0,0,0,188,0,200,0,0,27,0,0,0,104,0,91
66,0,0,6,0,216,130,200,67,56,1,3,206,20,0,0,0,157,136,150,180,0,0,0,0,0,162,178,148,211,0,0,0
67,0,0,2,0,10,9,4,100,124,105,110,9,115,0,0,200,60,0,0,0,0,0,0,0,105,5,0,0,0,0,0,0
68,58,150,7,0,87,126,63,131,118,2,2,118,135,0,0,0,0,0,0,0,170,180,140,0,0,0,0,0,0,133,80,93
69,0,0,7,0,51,119,31,127,118,1,1,66,117,0,0,0,0,0,0,0,200,0,125,0,0,0,0,0,0,148,0,79
70,0,0,7,0,7,15,12,132,124,1,1,12,107,0,0,0,0,0,0,0,150,150,70,0,0,0,0,0,0,116,65,46
71,0,0,1,13,71,112,44,1,1,1,1,77,1,0,200,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0
72,0,0,1,12,51,88,16,46,21,1,1,80,75,0,150,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0
73,0,0,1,11,55,88,45,5,5,1,1,77,5,0,150,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
74,0,0,1,12,31,105,10,25,44,3,5,39,11,0,150,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
75,0,0,1,12,37,97,15,105,70,1,5,62,22,0,200,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
76,0,0,1,12,45,137,56,5,5,1,1,89,5,0,100,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0
77,37,150,5,0,109,117,103,109,102,8,8,104,115,0,0,0,0,200,145,65,0,0,0,0,0,0,100,66,21,0,0,0
78,41,150,5,0,117,147,86,113,131,11,5,118,103,0,0,0,0,0,200,0,0,0,181,0,0,0,0,117,0,0,0,105
79,55,150,1,11,43,101,75,1,2,1,1,99,2,0,200,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0
80,798,165,3,0,54,117,44,52,46,7,10,15,21,0,148,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
81,0,0,1,11,52,102,46,51,123,11,6,42,58,0,150,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
82,0,0,1,11,56,98,20,53,58,6,1,36,48,0,200,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0
83,190,153,9,0,65,118,41,85,129,1,5,62,101,0,0,0,0,0,0,0,199,0,50,0,0,0,0,0,0,99,0,22
84,0,0,9,0,75,130,30,107,150,8,4,84,101,0,0,0,0,0,0,0,120,25,200,0,0,0,0,0,0,78,6,118
85,0,0,1,11,112,106,12,40,31,3,6,63,25,0,150,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0
86,0,0,1,12,25,69,27,26,67,2,8,102,25,0,200,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
87,189,153,1,12,48,82,18,40,24,6,1,14,113,0,200,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0
88,243,158,1,11,78,99,55,1,1,1,1,84,1,0,152,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0
89,38,150,8,0,68,91,38,156,156,3,1,39,142,0,0,0,0,0,0,0,0,200,20,0,0,0,0,0,0,0,136,18
90,0,0,1,12,34,161,43,19,105,2,2,4,65,0,200,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
91,186,152,3,0,57,90,44,35,36,7,2,66,110,0,0,0,200,0,147,0,0,0,0,0,0,124,0,19,0,0,0,0
92,331,165,3,11,33,111,83,5,5,1,1,65,5,0,98,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0
93,0,0,1,12,43,145,56,51,45,4,7,57,62,0,150,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0
94,0,0,4,0,114,122,65,5,5,1,1,111,5,0,0,0,10,145,200,0,0,0,0,0,0,7,67,94,0,0,0,0
95,192,153,3,0,54,90,23,1,1,3,3,67,1,0,0,0,200,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0
96,208,154,1,12,21,118,44,69,126,9,4,67,107,0,200,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0
97,0,0,1,12,65,120,33,45,53,9,8,52,61,0,150,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0
98,0,0,4,0,129,85,68,72,31,7,6,117,108,0,0,0,168,200,126,168,0,0,0,0,0,131,107,49,62,0,0,0
99,199,154,2,0,61,85,33,78,119,117,104,68,75,0,0,200,0,0,0,0,15,0,0,0,110,0,0,0,0,6,0,0
100,201,154,3,0,77,108,35,32,41,114,79,63,103,0,0,184,166,0,0,0,0,0,0,0,81,98,0,0,0,0,0,0
101,43,150,1,11,64,97,25,29,49,11,2,68,72,0,200,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0
102,166,151,1,13,57,88,45,5,5,1,1,83,5,0,157,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0
103,0,0,7,0,5,1,5,98,124,1,1,6,116,0,0,0,0,0,0,0,115,0,200,0,0,0,0,0,0,66,0,99
104,0,0,8,0,1,1,3,171,129,6,4,4,107,0,0,0,0,0,0,0,150,200,196,0,0,0,0,0,0,151,155,171
105,160,151,3,0,75,100,56,62,80,4,1,88,85,0,0,0,200,0,0,0,87,0,18,0,0,148,0,0,0,25,0,3
106,0,0,8,0,1,1,3,141,155,6,8,6,143,0,0,0,0,0,0,0,118,200,70,0,0,0,0,0,0,105,110,56
107,205,154,1,12,38,117,18,75,33,1,8,47,40,0,200,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
108,0,0,1,12,53,100,53,1,1,11,6,94,1,0,200,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0
109,0,0,8,0,55,120,28,138,138,110,49,55,122,0,0,0,0,0,0,0,135,170,135,0,0,0,0,0,0,113,86,99
110,0,0,6,0,156,129,89,35,13,9,1,66,91,0,0,0,0,122,0,190,0,0,0,0,0,0,75,0,92,0,0,0
111,205,154,1,12,55,184,64,5,5,1,11,65,5,0,200,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0
112,0,0,1,12,49,111,19,11,95,10,6,126,12,0,150,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0
113,0,0,1,12,66,89,65,5,5,1,1,86,5,0,150,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0
114,0,0,1,11,40,163,19,58,51,3,5,31,66,0,150,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
115,0,0,3,0,58,114,47,73,91,8,3,118,77,0,0,0,200,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0
116,43,150,1,12,40,58,66,30,43,7,5,56,6,0,200,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
117,0,0,1,12,51,139,24,14,123,1,2,42,37,0,150,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0
118,0,0,1,12,119,61,10,35,46,9,2,76,58,0,150,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0
119,756,157,1,13,78,123,46,60,52,6,2,52,17,0,156,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0
120,0,0,1,11,49,85,66,84,1,6,2,63,55,0,200,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0
121,0,0,1,12,62,111,43,112,57,11,6,28,10,0,180,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0
122,0,0,2,0,21,95,1,119,115,102,125,96,109,0,0,150,0,0,0,0,150,0,25,0,86,0,0,0,0,103,0,14
123,0,0,2,0,88,144,63,79,112,115,87,97,88,0,0,200,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0
124,162,152,2,0,50,66,21,81,118,104,126,95,65,0,0,200,19,0,0,0,0,0,0,0,117,10,0,0,0,0,0,0
125,0,0,5,0,113,114,90,104,92,1,1,128,111,0,0,0,0,135,200,120,120,0,0,0,0,0,72,96,42,69,0,0
126,0,0,5,0,119,135,65,5,5,1,1,89,5,0,0,0,75,0,150,0,0,0,0,0,0,66,0,74,0,0,0,0
127,0,0,5,0,79,187,78,61,192,4,1,98,133,0,0,0,0,71,146,27,5,0,3,0,0,0,24,86,3,2,0,1
128,187,153,3,0,137,125,123,117,129,1,1,111,133,0,0,0,88,66,200,65,0,0,0,0,0,77,44,115,33,0,0,0
129,0,0,1,12,40,58,16,50,30,6,4,25,63,0,200,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
130,294,162,3,0,117,140,58,150,41,9,7,87,52,0,148,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0
131,191,153,4,0,101,123,89,105,109,1,4,107,111,0,0,0,0,200,163,0,0,0,0,0,0,0,89,73,0,0,0,0
132,0,0,1,12,50,67,5,58,54,7,5,8,73,0,150,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
133,0,0,1,12,29,138,30,71,17,11,1,43,13,0,200,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0
134,204,154,1,12,47,85,17,40,52,4,2,75,62,0,156,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
135,208,154,5,0,121,159,76,75,35,10,1,115,44,0,0,0,0,0,200,0,0,0,0,0,0,0,0,125,0,0,0,0
136,0,0,3,0,65,9,34,44,66,10,7,77,23,0,0,0,200,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0
137,51,150,7,0,48,95,33,73,85,9,9,76,68,0,0,0,200,0,0,0,200,0,0,0,0,113,0,0,0,69,0,0
138,0,0,5,0,105,147,39,96,21,10,6,123,44,0,0,0,122,0,200,0,0,0,0,0,0,91,0,106,0,0,0,0
139,162,152,1,11,65,139,5,100,52,8,4,27,45,0,200,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0
140,0,0,4,0,106,65,160,11,58,9,7,133,39,0,0,0,164,200,134,172,0,0,0,0,0,113,124,0,72,0,0,0
141,0,0,1,12,89,124,54,5,5,1,1,88,5,0,150,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0
142,0,0,1,11,39,59,14,47,26,8,6,67,103,0,150,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
143,0,0,8,0,27,90,57,127,108,9,4,30,133,0,0,0,0,0,0,0,130,200,145,0,0,0,0,0,0,97,81,90
144,0,0,1,13,37,95,30,13,45,8,3,55,35,0,150,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
145,0,0,1,11,31,85,36,23,56,2,7,32,31,0,150,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0
146,234,157,3,0,77,65,45,2,2,9,3,94,2,0,148,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0
147,0,0,8,0,1,1,4,155,86,2,9,1,89,0,0,0,0,0,0,0,147,200,56,0,0,0,0,0,0,125,122,38
148,0,0,4,0,171,112,128,58,17,3,1,164,73,0,0,0,140,200,158,147,0,0,0,0,0,129,182,111,112,0,0,0
149,0,0,2,0,39,41,33,41,24,114,121,51,6,0,0,200,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0
150,210,155,1,11,18,127,11,77,62,4,8,53,8,0,200,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
151,0,0,1,12,59,59,11,43,81,10,9,22,58,0,170,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
152,0,0,1,12,73,95,40,57,43,1,10,45,12,0,200,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0
153,211,155,7,0,54,110,31,129,119,1,1,65,111,0,0,0,0,0,0,0,157,200,108,0,0,0,0,0,0,118,82,69
154,197,153,4,0,92,101,105,122,57,3,2,114,122,0,0,0,77,156,22,0,79,0,0,0,0,56,69,8,0,51,0,0
155,194,153,9,0,66,95,65,114,143,1,1,116,87,0,0,0,159,0,0,0,107,0,166,0,0,119,0,0,0,72,0,99
156,0,0,9,0,30,100,20,85,120,2,1,105,130,0,0,0,75,0,0,0,125,25,150,0,0,35,0,0,0,63,0,65
157,0,0,1,12,30,79,8,21,75,9,10,59,56,0,150,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
158,0,0,1,12,66,53,27,31,43,3,3,31,24,0,150,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
159,234,157,1,12,83,141,29,49,37,3,5,55,93,0,156,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0
160,0,0,1,13,65,115,26,93,22,2,3,50,55,0,150,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
161,0,0,1,12,71,141,65,1,39,1,1,93,11,0,150,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0
162,0,0,1,12,58,102,45,5,5,1,1,65,5,0,150,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0
163,47,150,1,12,60,97,60,5,5,1,1,31,5,0,200,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0
164,0,0,3,0,74,123,48,107,110,10,4,77,99,0,0,0,200,0,0,0,150,0,100,0,0,132,0,0,0,90,0,50
165,190,153,5,0,66,116,91,80,22,103,58,81,72,0,0,0,195,17,160,0,36,0,61,0,0,111,4,48,0,8,0,0
166,183,152,7,0,24,118,1,101,145,1,1,96,124,0,0,0,0,0,0,0,80,0,200,0,0,0,0,0,0,50,0,113
167,0,0,7,0,7,9,1,129,99,1,1,9,121,0,0,0,0,0,0,0,200,170,90,0,0,0,0,0,0,147,70,54
168,50,150,1,11,59,139,32,66,112,7,5,42,31,0,200,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0
169,0,0,1,12,50,92,1,57,39,10,4,16,26,0,150,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
170,269,160,1,13,35,107,34,53,106,3,4,51,51,0,154,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
171,0,0,1,11,42,94,61,1,1,1,1,66,1,0,150,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0
172,159,151,1,11,104,107,44,7,39,6,2,68,153,0,153,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0
173,206,154,1,12,33,100,25,62,40,10,1,72,76,0,200,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0
174,0,0,7,0,74,98,84,103,108,4,1,75,112,0,0,0,150,100,0,0,100,0,125,0,0,88,26,0,0,59,0,60
175,590,177,4,0,111,122,88,42,31,102,95,106,5,0,0,196,0,200,0,0,0,0,0,0,90,0,97,0,0,0,0,0
176,0,0,1,12,70,105,55,5,5,2,3,20,5,0,200,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0
177,651,164,9,0,54,99,24,101,129,1,1,109,103,0,0,0,197,0,0,0,0,0,65,0,0,130,0,0,0,0,0,33
178,0,0,1,11,45,84,65,1,1,1,1,105,1,0,115,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
179,0,0,1,12,58,88,54,5,5,1,1,85,5,0,150,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0
180,0,0,3,0,62,103,47,71,102,4,5,135,76,0,0,0,200,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0
181,0,0,1,13,126,157,81,105,150,8,7,67,82,0,150,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0
182,157,151,7,0,79,112,45,102,116,6,6,89,120,0,0,0,0,0,0,0,200,0,154,0,0,0,0,0,0,119,0,77
183,0,0,1,12,31,96,20,30,77,8,3,67,58,0,150,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0
184,214,155,1,12,63,53,37,58,67,7,6,72,77,0,200,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0
185,0,0,1,12,24,92,20,30,37,10,7,51,51,0,150,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
186,174,152,1,11,57,96,18,25,29,4,3,25,35,0,200,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0
187,0,0,1,11,68,87,18,100,128,7,1,31,91,0,150,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0
188,171,152,1,13,55,128,8,42,50,9,9,31,39,0,200,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0
189,0,0,1,11,76,69,26,8,41,1,1,31,15,0,150,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
190,175,152,1,11,55,96,41,5,5,3,1,69,5,0,154,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
191,0,0,5,0,133,119,111,5,5,1,1,103,5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,53,0,0,0,0
192,0,0,1,12,55,99,107,53,57,2,2,96,46,0,200,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0
193,240,158,4,0,127,112,120,122,98,1,1,121,108,0,0,0,0,200,197,0,0,0,0,0,0,0,127,102,0,0,0,0
194,0,0,3,0,75,103,65,100,141,1,1,103,133,0,0,0,100,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0
195,0,0,1,12,33,97,54,5,5,1,4,101,5,0,100,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
196,0,0,1,12,41,80,34,56,40,3,0,99,48,0,150,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0
197,0,0,1,11,34,91,56,1,5,1,1,88,5,0,100,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
198,252,159,1,12,49,118,20,117,200,4,1,57,112,0,152,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0
199,0,0,1,11,117,141,50,67,63,1,5,56,35,0,150,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0
200,0,0,1,11,37,111,65,64,103,4,7,66,87,0,150,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
201,240,158,2,0,47,85,27,74,110,150,103,53,75,0,0,200,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0
202,163,151,1,12,16,43,43,4,120,4,4,51,19,0,154,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
